Author,Restaurant,Review,URL,Author count,F1,Mons ago,Stars
林林祥,萬里豆漿伯,還不錯吃的早餐店！,https://maps.google.com/?cid=9457469706060308123,55,3584606,12,3
林林祥,董家炒飯,方便的好鄰居！,https://maps.google.com/?cid=10487271015526419318,55,3413992,12,3
林林祥,薰衣草,"(由 Google 提供翻譯) 食物口味佳！

(原始評論)
食物口味佳！",https://maps.google.com/?cid=15818798758060850693,55,3585587,12,3
諸利福,台中懿文台菜餐廳,,https://maps.google.com/?cid=8685237310723032076,55,5073108,12,3
諸利福,紅屋頂關東煮複合式餐廳,,https://maps.google.com/?cid=6624827528793751250,55,5215731,12,3
shiang ao,劉家棧港式料理：煲仔飯、干炒牛河、手工蘿蔔糕,價格真的偏高，一飯+一沒有料的湯近300元，不過很喜歡他們的水草缸，可以看“風景”吃飯,https://maps.google.com/?cid=12072218145170497946,56,7293661,12,3
兔紙,豪洋柬埔寨牛肉麵,"控肉飯蠻好吃的份量也很多
牛肉麵吃不太習慣，感覺湯頭是偏麻辣
老闆跟老闆娘很親切",https://maps.google.com/?cid=12931636295495679001,59,5102125,12,3
Frédérique,FUN鍋子,"豆腐鍋湯底偏甜，較近臺式口味，
石鍋拌飯的肉給很多，配菜則較單調。
希望能吃到更近韓國口味的餐點，
才不枉費韓國老闆的店。
店內環境舒適。",https://maps.google.com/?cid=8319521297724330042,60,3293919,12,3
Frédérique,Flavor of India 品·印度,"概念很好，但配料稍嫌單調，
點了幾道都在吃重覆的配料
期待多作些改變～",https://maps.google.com/?cid=8717662373237059797,60,7126900,12,3
Frédérique,H&W Restaurant and Bar,,https://maps.google.com/?cid=7625860551451528881,60,3270521,12,3
Frédérique,Piccola Botega,,https://maps.google.com/?cid=3605714884234351063,60,7087198,12,3
Frédérique,一舖食韓,"價格以地區性來說偏高。
老闆親切。
蔬菜石鍋拌飯好吃，蔬菜量均衡，
是健康的穀物飯、而非白米，這點非常好。
泡菜豆腐鍋是凍豆腐而非嫩豆腐，
中辣則像微辣，這點比較失望。
口味上是融合了台式的韓式料理，
如果想吃純韓口味的就較容易失望。
蔬菜石鍋拌飯是我願意一再品嚐的料理，推薦給同樣素食的朋友。",https://maps.google.com/?cid=14150962635925015309,60,2938557,12,3
Frédérique,法式派翠克餐廳,,https://maps.google.com/?cid=17086846140786157105,60,6886103,12,3
Kitsune W,小鮮肉赤肉羹,還OK,https://maps.google.com/?cid=14717909323823508637,60,5186908,12,3
Kitsune W,龍廚蔬食（手工拉麵、飯）VEGAN RAMEN,"番茄湯底沒有喜歡
老闆一家很親切",https://maps.google.com/?cid=15235337823045913027,60,5112960,12,3
Chen.zy Chen,嘉義老牌石頭火鍋麻豆店（麻豆夜市）,,https://maps.google.com/?cid=10540780973048800994,61,6193187,12,3
Chen.zy Chen,松大沙茶爐,,https://maps.google.com/?cid=3293168326594784200,61,6395255,12,3
Chen.zy Chen,滿玥軒 新中式烤鴨餐廳,,https://maps.google.com/?cid=3847665606746500647,61,6170512,12,3
Chen.zy Chen,麻花重慶火鍋-善化店,他們是採超市方式拿你喜歡的買單後再享用,https://maps.google.com/?cid=14113487418920274008,61,6224608,12,3
周林,無敵家赤肉大腸蚵仔麵線,,https://maps.google.com/?cid=9558580422440564836,63,3510998,12,3
Chen SH,汍樂滿盛燒肉丼 豐原總店,"店面不大所以室內稍為擁擠了點
點了牛肉丼極盛和牛排丼
肉類部分表現不錯
尤其牛排好吃嫩！
飯偏硬覺得不夠入味
醬汁個人覺得剛好不會鹹
丼飯會再加一些生薑和蔥末
內用還有自助味增湯
但沒什麼料且味道偏淡",https://maps.google.com/?cid=4804217525441964890,64,5282534,12,3
Chen SH,濰克早午餐 逢甲店,"餐點不錯
但小貴",https://maps.google.com/?cid=5625687659079297900,64,5207805,12,3
Chen SH,阿助牛肉麵,"牛肉麵普通
反倒是排骨酥麵好吃",https://maps.google.com/?cid=9182027775007825553,64,5308781,12,3
YingChang Liao,私之家壽司刺身,我喜歡，朋友覺得口味普通,https://maps.google.com/?cid=5178070703020096678,64,6286189,12,3
侯展鴻,陳師傅,,https://maps.google.com/?cid=6833501962063463891,65,2518733,12,3
侯展鴻,食指大丼 板橋國光店,,https://maps.google.com/?cid=8287766445803142325,65,3539994,12,3
阿麥,五餅二魚手工薄片披薩,,https://maps.google.com/?cid=16884255141364268019,66,3292238,12,3
阿麥,普園北平餡餅粥店,,https://maps.google.com/?cid=5421470776120789732,66,3308981,12,3
呂瑞鴻,漁莊海鮮餐廳,,https://maps.google.com/?cid=146228555773621710,68,3574916,12,3
鄭國楊,回味港式燒臘快餐 新興店,,https://maps.google.com/?cid=1999817521980902114,68,5075408,12,3
頭城卡比獸,大戶屋松山車站店,偶而想吃吃定食可以來吃吃,https://maps.google.com/?cid=706945840652137751,69,6938992,12,3
頭城卡比獸,爭鮮迴轉壽司 松山店,搭車前後肚子小餓解嘴纏的好地方,https://maps.google.com/?cid=4336975730015613176,69,7093327,12,3
Andraxus Lai,Burger King漢堡王 永和頂溪店,,https://maps.google.com/?cid=3811009262030788760,77,2858547,12,3
Andraxus Lai,LOUIS' BURGERS,廚房的氣氛很僵…,https://maps.google.com/?cid=1465027512802524555,77,7153609,12,3
Andraxus Lai,男子-手作日式洋食芝山店,,https://maps.google.com/?cid=6658561776328459531,77,7027685,12,3
Frédérique,Gulu's House 咕嚕好吃法式風味廚坊,,https://maps.google.com/?cid=5999028294617200517,79,5147118,12,3
Frédérique,RéeL法國鄉土料理,,https://maps.google.com/?cid=11226614356360860301,79,3452387,12,3
Mia Chiu,角壽司,"中規中矩
價格偏貴",https://maps.google.com/?cid=2480956001619531658,82,2803653,12,3
小P,摩斯漢堡 大甲店,不錯比麥當勞安靜，但沒停車位，要去對面馬路停車,https://maps.google.com/?cid=53902771344368146,89,5272559,12,3
小P,町味壽司專賣店,"(由 Google 提供翻譯) 好吃 便宜

(原始評論)
好吃 便宜",https://maps.google.com/?cid=17339706690750826408,89,5293245,12,3
K V,Ivette cafe,"(由 Google 提供翻譯) 神，天價和大托盤（台灣）

(原始評論)
GOD, HEAVENLY PRICY & BIG TRAY(TAIWANESE)",https://maps.google.com/?cid=8329373482666324427,93,5148198,12,3
林碩哲,赤燒炙丼飯,,https://maps.google.com/?cid=8385680881043253880,95,5225925,12,3
王永安,泰小間,,https://maps.google.com/?cid=13933995802482299816,104,5090242,12,3
王永安,金邊現炒,,https://maps.google.com/?cid=11838992258773447232,104,5230484,12,3
王永安,青蛙墨西哥餐廳The Frog Mexican Restaurant,,https://maps.google.com/?cid=2551745583628986633,104,5107606,12,3
Andraxus Lai,OTIS Cafe咖哩輕食簡餐,,https://maps.google.com/?cid=3796543857042447944,106,7275830,12,3
Andraxus Lai,肯德基 KFC - 士林文昌餐廳,"(由 Google 提供翻譯) 尚可

(原始評論)
尚可",https://maps.google.com/?cid=10329260344484880685,106,7357618,12,3
Jazz Krall,Ali88燒鵝之家,服務品質不錯 餐飲好吃 價格太高 所以店內生意清淡一點,https://maps.google.com/?cid=1663876977177525303,186,5142617,12,3
Jazz Krall,初綠餐廳,很普通的日式風格餐飲,https://maps.google.com/?cid=8913014548393293818,186,5169778,12,3
Jazz Krall,旬魚日本料理,中午採套餐式 價格高 吃不飽 上菜慢 食材高檔新鮮,https://maps.google.com/?cid=1856339328489070339,186,5082255,12,3
梁信得,BLUE House,吃義大利餐此處有多樣選擇,https://maps.google.com/?cid=16485583143174652987,51,3444758,24,3
梁信得,老湖南館,要吃純正湖南豆辦魚唯一選擇,https://maps.google.com/?cid=2599287518063262946,51,3412625,24,3
梁信得,金陵餐廳,服務及餐點階優質的選擇點,https://maps.google.com/?cid=15575206752583627490,51,3439693,24,3
Casablanca Jason,DIDI DOMO複合式餐飲咖啡店,,https://maps.google.com/?cid=1389334033123830738,53,5243420,24,3
Casablanca Jason,二毛屋小吃部,,https://maps.google.com/?cid=11051650066357474476,53,5248932,24,3
Casablanca Jason,台中南屯火鍋店大樂鍋精緻鍋物專賣店,,https://maps.google.com/?cid=2095206613905088872,53,5072634,24,3
Kenneth Lai,欣葉台菜-雙城會館(暫停營業),簡式的中餐Bar，小吃怡然自得。,https://maps.google.com/?cid=16726925014645240732,53,7333021,24,3
Kenneth Lai,泰雅軒,不同的異國料理，酸甜辣味樣樣經典。,https://maps.google.com/?cid=15496189823366749889,53,7336639,24,3
Kenneth Lai,香鍋自助石頭火鍋,懷念的古早石頭火鍋,https://maps.google.com/?cid=15024175066893859585,53,7372307,24,3
LongWin Chen,摩斯漢堡 (青年公園店),,https://maps.google.com/?cid=6304843055969884416,53,7324868,24,3
LongWin Chen,狸貓酒食屋,,https://maps.google.com/?cid=14094657575351281972,53,7343638,24,3
BJ LIN,石牌當歸鴨食至名歸,米血湯太貴了吧,https://maps.google.com/?cid=8170998923499954141,54,7347849,24,3
Jazz Krall,恆日1989,"(由 Google 提供翻譯) 自然的食材

(原始評論)
自然的食材",https://maps.google.com/?cid=17385209294141074835,54,4713813,24,3
Jazz Krall,樂意坊小吃,乾淨清潔 味道普通,https://maps.google.com/?cid=2623778530249139424,54,4708121,24,3
yung yu Tsao,八方雲集 (八里龍米店),,https://maps.google.com/?cid=18221914338702789900,54,3551629,24,3
林林祥,安安土雞城,不錯吃的餐廳！,https://maps.google.com/?cid=17582449165426380457,55,3560329,24,3
林林祥,曹記燒腊小館,"(由 Google 提供翻譯) 便宜口味佳！

(原始評論)
便宜口味佳！",https://maps.google.com/?cid=16675518209579779674,55,3569001,24,3
林林祥,瑞麟美而美,不錯吃的早餐店！,https://maps.google.com/?cid=9698033607845644002,55,3576737,24,3
林林祥,絕味麻辣鴨脖,好吃又有特色的滷味！,https://maps.google.com/?cid=6153414314480982025,55,3580681,24,3
林林祥,肯德基KFC-淡水竹圍餐廳,炸雞店的龍頭！,https://maps.google.com/?cid=687928705169219990,55,3413169,24,3
林林祥,魚路小棧庭園餐廳,食物精緻口味佳！,https://maps.google.com/?cid=1590268474982969527,55,3598243,24,3
S K Chuang,明園日本料理,,https://maps.google.com/?cid=14410275541787320381,56,5082801,24,3
S K Chuang,鼎尚婚宴會館,,https://maps.google.com/?cid=5022949580695134376,56,5315514,24,3
Vincent Osamu Tada,摩斯漢堡 台中文心店,"(由 Google 提供翻譯) 當然，台灣的Mos Burger由一家台灣公司經營
比日本好
員工聊天有點吵
在那之後沒有抱怨

(原始評論)
確か台湾のモスバーガーは台湾企業の経営ですが
日本よりいいですね
従業員の雑談が少しうるさいくらい
あとは 文句無し",https://maps.google.com/?cid=6352138476532150745,56,5192401,24,3
shiang ao,小川西堂大直店,"點了咖哩麵，香料調味足夠味，天氣冷吃很適合，店內無使用美耐皿及免洗筷，是瓷器湯匙及碗。
二訪一樣吃咖哩麵，很香夠味，但回去味道殘留口中一整天...",https://maps.google.com/?cid=8325214619064465470,56,7317654,24,3
shiang ao,翠園越南餐廳,來第二次了，今天點了雞絲河粉，雞肉有點雞腥味，湯裡放了火腿與蛋絲，不太喜歡。豬肉腸粉好吃,https://maps.google.com/?cid=3285039683205653943,56,7353807,24,3
Dayday Ca,阿里郎村落,覺得CP值普通,https://maps.google.com/?cid=2174650153824195674,58,7367615,24,3
陳羿杉,芙蓉素食坊,,https://maps.google.com/?cid=11177062615438180199,58,3523191,24,3
Frédérique,PICO PICO,,https://maps.google.com/?cid=6726172599841555533,60,6981148,24,3
Frédérique,上官木桶鍋 新店旗艦店,,https://maps.google.com/?cid=12472685746841185376,60,3287483,24,3
Frédérique,家.溫度湯專門店（永和樂華外帶店）,"晚餐時間外帶回家喝。
價位偏高，但份量過少，
並不符合店家所聲稱「可當作正餐」
湯品的味道很清香家常，是好喝的，
但湯水比例過於濃稠，
像在喝佐醬，不像喝湯。
建議店家可稍作調整：份量、比例、固體配料

p.s. 自己在家常熬湯也常調醬的顧客留",https://maps.google.com/?cid=15326703098264029450,60,2903569,24,3
Frédérique,"馬友友印度廚房 Mayur Indian Kitchen, MIK-1","偏家常菜，店比較小，不適合久坐，
通化店的料理較合我的口味，清爽許多",https://maps.google.com/?cid=3666733460678728937,60,7001604,24,3
Kitsune W,夜燒碳烤居酒屋,"上次去太忙了
五花烤的很硬
好像肉乾",https://maps.google.com/?cid=3643888970958310658,60,5122352,24,3
Kitsune W,微笑手工水餃,"由於水餃本身調味很重了
再沾醬就會過鹹
酸辣湯就....醋很多",https://maps.google.com/?cid=7902545723504191833,60,5190716,24,3
Kitsune W,盡心亭Heart&soul,"服務好！
麵soso",https://maps.google.com/?cid=3804412935458917396,60,5212953,24,3
懶舌頭,京田津居酒屋,,https://maps.google.com/?cid=8921691062017758247,61,3461159,24,3
懶舌頭,扒咖哩 バカレー,招牌咖哩微辣有香氣 不錯吃,https://maps.google.com/?cid=4300440456698351227,61,7324150,24,3
懶舌頭,田中清一喰道樂本格和食,"店內客人大多點定食
小菜很隨意
味噌湯清淡符合台灣人口味",https://maps.google.com/?cid=9383990102152274978,61,7345442,24,3
懶舌頭,蔣老爹麵食館 西門昆明店,,https://maps.google.com/?cid=18321707260453745032,61,7359780,24,3
Kaier CHU,彌生軒 YAYOI 板橋中山店,"乾淨明亮的用餐環境
口味尚可，主餐份量還算不錯。",https://maps.google.com/?cid=11707432043085947107,64,3488243,24,3
Michael Chien,喜多川居酒屋,"(由 Google 提供翻譯) 就是居酒屋

(原始評論)
就是居酒屋",https://maps.google.com/?cid=15072662353726564774,66,7303192,24,3
Michael Chien,麗味客家菜,,https://maps.google.com/?cid=7455427763671638498,66,2525968,24,3
Han-uei Lin,美芝城美食天地餐廳,,https://maps.google.com/?cid=12486035527939176191,68,3581064,24,3
鄭國楊,北海岸海鮮婚宴會館,,https://maps.google.com/?cid=16516832814284701554,68,4957482,24,3
鄭國楊,醬牛燒肉便當,,https://maps.google.com/?cid=10146491617773927926,68,5307574,24,3
鄭國楊,魔力屋印度料理健行店,,https://maps.google.com/?cid=11884753044713362728,68,5110108,24,3
Andraxus Lai,摩斯漢堡,,https://maps.google.com/?cid=18359928733808749279,77,7161022,24,3
Andraxus Lai,瓦城泰國料理 - 天母店,,https://maps.google.com/?cid=7575674252776991249,77,6960031,24,3
Andraxus Lai,肯德基 KFC - 台北石牌餐廳,無薄皮嫩雞,https://maps.google.com/?cid=18193758482616133808,77,7085891,24,3
徐兆璞,北越河粉,價廉物美。,https://maps.google.com/?cid=14805580372848678802,78,3373151,24,3
徐兆璞,摩斯漢堡 興隆店,還不錯！,https://maps.google.com/?cid=17863711231882482122,78,7325734,24,3
Frédérique,三三活力早餐（永和店）,"店內的油煙味稍重，蛋餅是脆的，
口味可以，但餐點都稍嫌油膩，
建議可以將油稍微吸乾再品嚐。
鮮奶茶太太太甜了！
奶味和茶味都偏淡，只喝到甜味...",https://maps.google.com/?cid=4259176451602978532,79,3424336,24,3
Pierre Huang,吃吧餐廳 chiba,,https://maps.google.com/?cid=448805460801317364,89,7297368,24,3
林碩哲,上海極品軒餐廳(煉珍堂),,https://maps.google.com/?cid=1345740416318633361,95,7289468,24,3
林碩哲,小木屋鬆餅(豐原店),,https://maps.google.com/?cid=17917043970923699721,95,5263959,24,3
林碩哲,小林牛肉麵( 北平店),還可以,https://maps.google.com/?cid=7862802869899476368,95,5031852,24,3
Jazz Krall,Asiino二驢餐酒館,不錯,https://maps.google.com/?cid=10705871101747949723,186,5057473,24,3
Jazz Krall,刺蝟咖哩,"(由 Google 提供翻譯) 普通

(原始評論)
普通",https://maps.google.com/?cid=7375498566056105342,186,5170428,24,3
Jazz Krall,大戸屋台中新高鐵站,可以續湯,https://maps.google.com/?cid=9478609958728018633,186,4969496,24,3
Jazz Krall,日伴洋食-勤美店,(由 Google 提供翻譯) …,https://maps.google.com/?cid=4310276801458804522,186,5082114,24,3
Jazz Krall,長疆炭燒羊肉爐 大里店,"(由 Google 提供翻譯) 普通

(原始評論)
普通",https://maps.google.com/?cid=6671182635869922201,186,5052744,24,3
Casablanca Jason,福客來牛肉麵,,https://maps.google.com/?cid=2956086776468170136,53,4991289,36,3
Jazz Krall,北村豆腐家 台中站前秀泰店,便宜大碗 小菜吃到飽,https://maps.google.com/?cid=10251857463346960246,54,4707117,36,3
Jazz Krall,天廚傳統早點,價廉味美,https://maps.google.com/?cid=15862511509758665018,54,4738089,36,3
Jazz Krall,客家莊素食,普通價位,https://maps.google.com/?cid=11024291111893168863,54,4683646,36,3
Jazz Krall,港町十三番地中正店,超級老店 很有人情味 烤雞屁股必點 首推! 衛生程度不高,https://maps.google.com/?cid=5863678060459012267,54,4738400,36,3
Jazz Krall,義小間 Little house,"(由 Google 提供翻譯) 便宜 好吃

(原始評論)
便宜 好吃",https://maps.google.com/?cid=2483853101472744037,54,4725413,36,3
諸利福,曼谷皇朝泰式料理餐廳,,https://maps.google.com/?cid=5335548416135083885,55,5085450,36,3
S K Chuang,豐饡鐵板燒,,https://maps.google.com/?cid=17086572070397385163,56,5224156,36,3
Vincent Osamu Tada,高林鐵板燒漢口店,鐵板燒老牌,https://maps.google.com/?cid=1044899822706121829,56,5138857,36,3
兔紙,夏帕義大利麵-東海店,炸雞不錯,https://maps.google.com/?cid=16478699705001343465,59,4965525,36,3
兔紙,好食晨蔬食料理,"店面很可愛
這次是買焦糖鮮奶酪
蠻好ㄘ價格也不貴
下次再來試其他東西~",https://maps.google.com/?cid=8165537560693096597,59,5122904,36,3
兔紙,每日食,還不錯，只是肉有點少,https://maps.google.com/?cid=11801609595611782406,59,5129233,36,3
兔紙,赤沐TAIKO,不錯吃，但菜色蠻普通，就是一般請客菜色，還以為會有螃蟹或龍蝦,https://maps.google.com/?cid=16731860197265389112,59,5225071,36,3
Kitsune W,帝王食補,"乾淨!
不過湯頭很sad!",https://maps.google.com/?cid=9482915629490263569,60,5188744,36,3
懶舌頭,梅門防空洞,內有高檔精緻的素食餐廳,https://maps.google.com/?cid=14644650973875757296,61,7331507,36,3
懶舌頭,貝殼食堂,小旅館內的餐廳 簡潔用餐環境,https://maps.google.com/?cid=12661218502734879601,61,7361974,36,3
Kaier CHU,八日八_pasta,"(由 Google 提供翻譯) 一般尚可

(原始評論)
一般尚可",https://maps.google.com/?cid=3618303051782641379,64,5069161,36,3
Kaier CHU,嘉香複合式早餐店,"在地經濟早餐
首推蔥肉餅，超讚。
上午10：00就收攤哦！
唯一的是環境需改善，因為吃完了一身油煙味。",https://maps.google.com/?cid=6059800572478447819,64,5074787,36,3
Bb Lin,法式派翠克餐廳,,https://maps.google.com/?cid=17086846140786157105,74,6886124,36,3
Andraxus Lai,Hagar's Kitchen Mediterranean food,,https://maps.google.com/?cid=3455609966033425860,77,7001474,36,3
Andraxus Lai,Jai Ho Indian Restaurant 翡宴印度餐廳天母分店,味道還不錯，但並不出色,https://maps.google.com/?cid=9506345873510213949,77,6922361,36,3
Andraxus Lai,Subway,食之無味,https://maps.google.com/?cid=18053820928705458982,77,7234950,36,3
Andraxus Lai,二課咖啡Acoustic Cafe（小歇）,,https://maps.google.com/?cid=5405430487186906234,77,7139373,36,3
Andraxus Lai,何記手工蒸餃,野戰炊事的feel,https://maps.google.com/?cid=13021153388877743512,77,6880653,36,3
Andraxus Lai,女娘的店,,https://maps.google.com/?cid=5360931727351163222,77,7217476,36,3
Andraxus Lai,文林原汁牛肉麵,有點偏鹹,https://maps.google.com/?cid=10980490432474742171,77,7232675,36,3
Andraxus Lai,早起鳥早餐店,,https://maps.google.com/?cid=11834061582508265878,77,6908337,36,3
K V,廚匠異國料理,"(由 Google 提供翻譯) 他們說他們是一家白俄羅斯餐廳，但是沒有太多B.菜可以看。
高價。
都是套餐，沒有太多選擇。

(原始評論)
They say they're a Belarusian restaurant but there are not so many B. dishes to see.
High price.
All is set meal, not so many choices.",https://maps.google.com/?cid=11886384963300714472,93,5265497,36,3
林碩哲,大戶屋遠百寶慶店,米飯好吃！,https://maps.google.com/?cid=14628875146341240553,95,7309130,36,3
林碩哲,春水堂 育才北店,"(由 Google 提供翻譯) 珍奶好喝, 平日內用中盃85折. 蘿蔔糕好吃, 燒賣普普. (消費日期: 2017-12-19)

(原始評論)
珍奶好喝, 平日內用中杯85折. 蘿蔔糕好吃, 燒賣普普. (消費日期: 2017-12-19)",https://maps.google.com/?cid=7663190334145359295,95,5084093,36,3
王永安,大慈天然素食,,https://maps.google.com/?cid=9540379298538166573,104,4968998,36,3
Andraxus Lai,Mos Burger,,https://maps.google.com/?cid=11989604403963658579,106,7273859,36,3
Andraxus Lai,天東86牛肉麵,"(由 Google 提供翻譯) 普普通通

(原始評論)
普普通通",https://maps.google.com/?cid=15266436102648269431,106,7312319,36,3
Jazz Krall,佐亭香 好料理,餐廳位在美術館附近 鄰近好停車 整個餐廳感覺十分乾淨 沒有餿水或油煙味 廚師相當喜歡在各種不同風味的菜色中添加大量的洋蔥 價格小貴 食材毫無特色 生意非常好 建議用餐時間要提早 避開人潮 味噌魚湯十分鮮甜 滷肉和東坡肉也相當有水準,https://maps.google.com/?cid=10505136707440175426,186,5067445,36,3
Jazz Krall,北方水餃,簡單 只賣水餃和酸辣湯 好吃!,https://maps.google.com/?cid=16179225567324241980,186,5119165,36,3
Jazz Krall,卷卷庵 _日式料理x燒烤店x勤美美食x台中燒烤店x酒,"(由 Google 提供翻譯) 好吃

(原始評論)
好吃",https://maps.google.com/?cid=5413448221407525132,186,5072185,36,3
Jazz Krall,喬樂晨坊 Brunch(漢口店),麵包口感不錯,https://maps.google.com/?cid=1969509682013976033,186,5074278,36,3
Jazz Krall,嘟嘟美食,餐飲種類多,https://maps.google.com/?cid=12393599651147876736,186,5177941,36,3
Jazz Krall,每日食,"(由 Google 提供翻譯) 很好吃

(原始評論)
很好吃",https://maps.google.com/?cid=11801609595611782406,186,5129431,36,3
Jazz Krall,港町十三番地 梅川店,很人情味的餐廳,https://maps.google.com/?cid=12337032481369602515,186,5092803,36,3
Jazz Krall,火曜總本山,"(由 Google 提供翻譯) 湯頭不是很濃鬱

(原始評論)
湯頭不是很濃郁",https://maps.google.com/?cid=12822632391380736164,186,5208976,36,3
Jazz Krall,炒飯行家南區美食南區小吃中興大學附近美食皮蛋瘦肉粥餐廳台中美食,學區附近的餐廳 份量足,https://maps.google.com/?cid=5973352496622354708,186,5045483,36,3
Jazz Krall,米野木Komenoki海鮮丼,很用心的餐飲 單價有點略高 食材很有創意,https://maps.google.com/?cid=9402465472488933600,186,5098128,36,3
Jazz Krall,食谷飯堂,古早味 價格親民 滷味和小菜多樣齊全 推薦滷肉飯 缺點是不好停車,https://maps.google.com/?cid=12139313110127472862,186,5234601,36,3
Jazz Krall,鱻屋-生魚片丼,高C/P值 客人很多 廚師態度很差 清潔度不高,https://maps.google.com/?cid=8117525878225130652,186,5110669,36,3
Jazz Krall,黑毛屋本家 台中中港店,超級貴 服務不差 用餐規定多 餐飲並不特別 豬肉和各式火鍋食材新鮮 單價高 餐廳用餐時間客人不多 應該和價格有相當程度的關聯 基本消費就將近700元 而且份量不大 餐後甜點和飲料還不錯 有一定的水平 火鍋擺盤還算不錯,https://maps.google.com/?cid=2351616761400287485,186,5141507,36,3
Jazz Krall,Le Four萊法小館,進入前三思……價格不低 但是真的好吃,https://maps.google.com/?cid=10985401324799340646,54,4710390,48,3
Jazz Krall,三商巧福 太平門市,排骨麵配上酸菜 好吃!,https://maps.google.com/?cid=7821614867878950571,54,4729782,48,3
Jazz Krall,三商巧福 府後門市,冷氣冷 舒適 服務佳 連鎖美食,https://maps.google.com/?cid=13375036751436789228,54,4667832,48,3
Jazz Krall,合榭HOSIC精緻鐵板料理,中高檔的鐵板燒 但是物超所值 好吃!,https://maps.google.com/?cid=15833117091430055003,54,4712312,48,3
Jazz Krall,土司森林 興大店,學生價位 所以食材不佳,https://maps.google.com/?cid=15005497434820286126,54,4681957,48,3
Jazz Krall,姐妹花越南創意料理,很用心經營的餐廳 不錯吃,https://maps.google.com/?cid=709153390442609333,54,4822060,48,3
Jazz Krall,怪獸披薩®MONSTER PIZZA (Slice N’ Dice),新興超人氣比薩 用料十足 有誠意,https://maps.google.com/?cid=1078589324321057430,54,4709670,48,3
Jazz Krall,新綠洲,"(由 Google 提供翻譯) 超熱門名店 店門口都客滿

(原始評論)
超熱門名店 店門口都客满",https://maps.google.com/?cid=11366041706321546383,54,4667184,48,3
Jazz Krall,泰萊泰式料理,常常要排隊等待 好吃!,https://maps.google.com/?cid=8065039710947449482,54,4733473,48,3
Jazz Krall,稻荷壽司專賣店,秒殺的店,https://maps.google.com/?cid=13431370310039033726,54,4701582,48,3
Jazz Krall,葵花堡點早餐店,"(由 Google 提供翻譯) 吃了兩次 感覺一般般……

(原始評論)
吃了两次 感覺一般般……",https://maps.google.com/?cid=8163362235049400251,54,4740035,48,3
Jazz Krall,阿風獅牛肉麵,乾淨 好吃! 牛肉滷的非常香  店內座位不多 擺設有些凌亂,https://maps.google.com/?cid=8607806576769427200,54,4696189,48,3
Jazz Krall,香記烤鴨,烤鴨風味讚 只是黃昏去買常要排隊,https://maps.google.com/?cid=9858160896145497437,54,4724295,48,3
Vincent Osamu Tada,石庭 兼六園 日本料理、鐵板燒,"(由 Google 提供翻譯) 高字

(原始評論)
高いの一言",https://maps.google.com/?cid=9356772173801305415,56,5214382,48,3
懶舌頭,上海極品軒餐廳(煉珍堂),,https://maps.google.com/?cid=1345740416318633361,61,7289472,48,3
Bb Lin,小南人烤肉廚房,不是炭火燒烤，不過認真用心,https://maps.google.com/?cid=4006510059978770010,74,6426013,48,3
Andraxus Lai,維尼恩早餐店,,https://maps.google.com/?cid=7321723639129164357,77,7123435,48,3
Andraxus Lai,肯德基KFC台北士林餐廳,"總是等很久,非常沒效率.",https://maps.google.com/?cid=12804681348827736234,77,6958803,48,3
K V,RISO RISO 里頌地中海餐酒館,"(由 Google 提供翻譯) 茶店和中國融合餐廳

(原始評論)
Tea shop and chinese fusion restaurant",https://maps.google.com/?cid=5166612566687675008,93,5155134,48,3
K V,⚜大富豪鐵板燒⚜頂級食材鐵板燒︱台中商務聚會包場餐廳,"(由 Google 提供翻譯) TEIPANYAKI RESTAURANT，YUMMY。
高價70-150美元每人。

(原始評論)
TEIPANYAKI RESTAURANT, YUMMY.
High price 70-150 USD per person.",https://maps.google.com/?cid=4105907754545019273,93,5159852,48,3
K V,泰妃苑泰式料理,"(由 Google 提供翻譯) 泰國餐廳，不便宜。

(原始評論)
Thai restaurant, not cheap.",https://maps.google.com/?cid=2601622288987013140,93,5202230,48,3
K V,響海鮮,"(由 Google 提供翻譯) 高端清新日式餐廳

(原始評論)
High end fresh Japanese style restaurant",https://maps.google.com/?cid=3399912481000531075,93,5234040,48,3
林碩哲,巷上食璞川菜客家菜料理,,https://maps.google.com/?cid=2084257861621380680,95,7321941,48,3
Jazz Krall,Just Diner 傑斯丹尼,想什麼 吃個早餐花500元,https://maps.google.com/?cid=12071884593567770553,186,5114806,48,3
Jazz Krall,SUN BERNO光焙若蔬食,健康又美味 幸福哦!料理很有特色 價格約350元/人,https://maps.google.com/?cid=6419382153674274317,186,5063323,48,3
Jazz Krall,咕嚕咕嚕原住民音樂餐廳,將山地餐飲改良成精緻料理,https://maps.google.com/?cid=1363614580755967088,186,5074049,48,3
Jazz Krall,波西塔諾義式小館-Positano PASTA,很用心經營 料理美味滿分 不好停車,https://maps.google.com/?cid=17175348098093350161,186,5089564,48,3
Jazz Krall,良津日本料理,"(由 Google 提供翻譯) 偏向台式料理的作法

(原始評論)
偏向台式料理的作法",https://maps.google.com/?cid=13732116214361155885,186,5100142,48,3
Jazz Krall,香港鍋巴港式燒臘快餐,平價 人超多 好吃 尤其他的雞腿飯 好吃又大隻 必品嘗,https://maps.google.com/?cid=1443172566172722366,186,5109532,48,3
